alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
05caed2f-9704-4c32-91f8-58ec911ab97f,8c4d5c0e-b255-4c62-a707-e7ab750cfd60,,,0.0,Early,"ETL, Databases, Cloud","SIEM, SOC",PMP,Published Paper,0,0,1,2024-08-30,Private,Email,America/Los_Angeles,https://portfolio.example.com/amorse.474,https://github.com/amorse,2025-10-25T04:47:46
9d5ec189-fb31-4977-89b1-686a081ad442,1582eb8c-43cd-4f60-bdda-9f5e434d2c3f,a9557677-4584-472f-a939-ff75710fa1da,Security Analyst,0.6,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",Azure Fundamentals,,1,1,0,,Private,Email,America/Los_Angeles,https://portfolio.example.com/cburke.475,https://github.com/cburke,2025-10-25T04:47:46
00814e91-c919-4d13-8937-03f19421c8bd,3a842cf5-2611-45ff-b1c9-ac55a66b091a,082714eb-516e-4f3a-96a0-bf9df123d809,Software Engineer,0.7,Early,"ETL, Databases, Cloud","AWS, Azure, GCP",Security+,Hackathon Winner,1,1,0,,Private,Email,America/Los_Angeles,https://portfolio.example.com/cmason.476,https://github.com/cmason,2025-10-25T04:47:46
6e6d3bc2-cf57-4fff-b146-6ae9f7993f88,0b7c1859-28c5-40c7-8b61-1d22f43e480e,,,0.0,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",Security+,Hackathon Winner,1,1,1,,SLU-only,Phone,America/Chicago,https://portfolio.example.com/mdelacruz.477,https://github.com/mdelacruz,2025-10-25T04:47:46
92a275d7-6c25-4c10-a50e-5ad9d7ab46f0,5249364e-8756-4d2b-9820-bff9d4cd0c5a,,,0.0,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Security+,Dean's List,1,0,0,2024-06-05,Public,Email,America/Chicago,https://portfolio.example.com/pmacdonald.478,https://github.com/pmacdonald,2025-10-25T04:47:46
4b920ad7-d20b-47bf-8f71-dc79ed55a594,523ac164-7587-46b6-a409-f9e341e01fdb,42cdc9e5-7576-4a08-bfc4-991a0200102e,Data Engineer,0.1,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,0,1,1,2025-05-21,Private,Phone,America/Chicago,https://portfolio.example.com/rwilson.479,https://github.com/rwilson,2025-10-25T04:47:46
6e24ad3d-e111-4c39-a2d5-dcdea9d71f4d,14accc8b-3724-4693-a52b-c2a378206d8b,,,0.0,Early,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",Security+,Hackathon Winner,1,1,0,2024-11-13,SLU-only,Email,America/Chicago,https://portfolio.example.com/price.480,https://github.com/price,2025-10-25T04:47:46
6434bfaf-6039-4908-9509-737ad3819b77,f76df4b1-1cf6-4cfc-8b02-6892fa3bfa9e,346f62c8-d0d8-4b14-b45d-09b4b477f589,Data Engineer,0.2,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",PMP,Published Paper,1,0,1,2024-04-18,Public,LinkedIn,America/New_York,https://portfolio.example.com/bchen.481,https://github.com/bchen,2025-10-25T04:47:46
aea5a3fe-56e4-409c-9209-0728489ece5f,1559260e-dc0c-4ab7-aef7-c8998e50dd4d,ea68edd6-c89a-4acc-b749-f5428b1c234d,QA Engineer,0.2,Early,"Network Sec, Splunk, IAM","AWS, Azure, GCP",PMP,Published Paper,0,0,0,2024-09-07,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/jsmith.482,https://github.com/jsmith,2025-10-25T04:47:46
4869244f-66be-4107-8c4d-6e4226447755,7986edba-c35d-4831-8a8d-64905b496bef,,,0.0,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",Azure Fundamentals,,0,0,0,,Private,Phone,America/New_York,https://portfolio.example.com/mmoody.483,https://github.com/mmoody,2025-10-25T04:47:46
6d606b0b-f324-45ba-82c0-574bebad0b3e,a8df56d6-4035-417e-9168-30131c149e31,cb88b4e8-acfd-4863-87c5-86af9e5a3425,Data Analyst,0.5,Early,"Python, SQL, Statistics","DAX, Modeling, Dashboards",Azure Fundamentals,,0,1,0,,Public,Email,America/Chicago,https://portfolio.example.com/jpeterson.484,https://github.com/jpeterson,2025-10-25T04:47:46
dd075476-c428-45cf-a569-73c898561f88,e767f4dd-bce2-4ad2-84bb-4463758c5c92,6dd691e9-8aa0-420f-91c1-272e54086b6b,Software Engineer,0.1,Early,"Python, SQL, Statistics","ML, DL, MLOps",None,Hackathon Winner,1,1,1,,Public,LinkedIn,America/New_York,https://portfolio.example.com/mcampbell.485,https://github.com/mcampbell,2025-10-25T04:47:46
13c453e4-3aca-455b-a50d-988a23fcc177,e1b12edd-09ef-4f50-85b2-383b8aff4080,d498f8d9-14fc-461e-bb77-6196c5558649,Security Analyst,0.0,Early,"Network Sec, Splunk, IAM","Spark, Hadoop, PySpark",Security+,Hackathon Winner,0,1,0,,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/dcamacho.486,https://github.com/dcamacho,2025-10-25T04:47:46
61c52b50-7e45-4fa1-9c14-c13b0c7a1260,2b385fad-9c15-4a5b-966e-beda108d7356,b4ec099f-e8f0-4ac2-9708-8998d9e53f75,Data Analyst,0.3,Early,"Python, SQL, Statistics","AWS, Azure, GCP",Security+,Dean's List,0,0,1,,Public,Email,America/New_York,https://portfolio.example.com/mmaldonado.487,https://github.com/mmaldonado,2025-10-25T04:47:46
942ca077-4051-4ad9-bdcb-f09c88361ab6,0393f580-85e2-4dc5-bf08-2215115b199b,765efce8-9ded-493a-8790-e060215a2f88,Security Analyst,0.3,Early,"Python, SQL, Statistics","AWS, Azure, GCP",None,,0,1,0,,Public,LinkedIn,America/Chicago,https://portfolio.example.com/spotts.488,https://github.com/spotts,2025-10-25T04:47:46
300478e9-4d93-49fb-ae7f-545ac4b03acf,7853067d-b8bb-43fb-b353-a0260cedfcea,,,0.0,Early,"ETL, Databases, Cloud","Communication, Teamwork",PMP,Volunteer Lead,0,0,1,,Public,Phone,America/Los_Angeles,https://portfolio.example.com/rriley.489,https://github.com/rriley,2025-10-25T04:47:46
1d4431ce-eaf3-4d08-a70b-3c55d2eeec34,b695b1a4-eec1-491c-b6f5-2c1625123277,f64dfe46-00f7-4418-8de5-79bf8b5b87a4,Data Engineer,0.6,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",PMP,Published Paper,1,1,0,,Public,Email,America/Chicago,https://portfolio.example.com/rcalhoun.490,https://github.com/rcalhoun,2025-10-25T04:47:46
33c4474d-1afe-4260-b896-d370bd9c531f,9ad0631a-77ce-410e-9336-32537006846d,f6069052-cab4-4492-97eb-3a8620841a27,Business Analyst,0.7,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",AWS CCP,Volunteer Lead,1,1,1,,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/rmoon.491,https://github.com/rmoon,2025-10-25T04:47:46
acf5716f-57cc-40a6-abbe-435aa9680558,87da4c75-f01d-4412-8b81-29e544e8b180,,,0.0,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",PMP,Volunteer Lead,1,1,0,,Public,Email,America/New_York,https://portfolio.example.com/tlee.492,https://github.com/tlee,2025-10-25T04:47:46
193e08b7-7fca-417c-8f85-6b0d730c5979,ec8883fa-a9fa-47c5-8685-b6797afaa319,49473205-ea83-4e07-84fc-f55ce7c353ce,Security Analyst,0.5,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",None,Dean's List,1,1,1,2024-11-19,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/dfitzgerald.493,https://github.com/dfitzgerald,2025-10-25T04:47:46
4a4576b9-18d4-4ee0-978f-5fc28b0ad070,4cdb62ea-5cc0-44fd-b13c-8b64a87e48eb,7a59545b-d2fa-49b7-9e35-0501decc6f89,QA Engineer,0.6,Early,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",None,Published Paper,0,0,0,,Private,LinkedIn,America/New_York,https://portfolio.example.com/slutz.494,https://github.com/slutz,2025-10-25T04:47:46
d5838da8-4c34-47c5-8529-9c2c6cd5e10e,1a4f634c-3441-4df9-a983-c5247fc452fd,23a7dc54-32c8-4c1e-b5ce-c1aca50051f2,Security Analyst,0.0,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",PMP,Published Paper,0,0,0,2024-10-22,Private,Phone,America/New_York,https://portfolio.example.com/awright.495,https://github.com/awright,2025-10-25T04:47:46
036368ff-b3d5-4f06-9257-5f98150a98b6,e6a30564-4446-41d6-b786-1a34294aee79,de4e1815-064c-4ef1-8872-a64f89eba7bb,Business Analyst,0.4,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",Azure Fundamentals,,1,1,0,2023-11-14,Public,Email,America/Los_Angeles,https://portfolio.example.com/dford.496,https://github.com/dford,2025-10-25T04:47:46
286f8c8f-8661-4526-8e5a-6add49a5c9f9,ee28d5b9-a8f8-4d22-95ea-177f49c64a52,5c468859-591e-4549-b53f-706209f229f8,Data Engineer,0.2,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Hackathon Winner,1,1,1,,Public,Email,America/New_York,https://portfolio.example.com/scooper.497,https://github.com/scooper,2025-10-25T04:47:46
572322d2-c25b-4beb-9e5a-6f815adc830b,0e827484-b211-48a7-a11f-196bd922d7d6,,,0.0,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",Azure Fundamentals,Volunteer Lead,0,0,1,,Private,Email,America/Chicago,https://portfolio.example.com/ccollins.498,https://github.com/ccollins,2025-10-25T04:47:46
7efc11d6-3776-46ba-beb6-07d8536038b7,61c8ca9e-5dac-4994-9f2a-581c59bf60b1,,,0.0,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Published Paper,1,1,1,2023-12-19,Private,Email,America/New_York,https://portfolio.example.com/mmorris.499,https://github.com/mmorris,2025-10-25T04:47:46
8a836104-5324-4f9c-9602-af8a4c47cb40,c07ba9d1-0393-40ac-a786-3a57a8635610,,,0.0,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Azure Fundamentals,Volunteer Lead,1,1,0,,Private,LinkedIn,America/Chicago,https://portfolio.example.com/jyoung.500,https://github.com/jyoung,2025-10-25T04:47:46
06874aa6-535d-4b39-b3c8-b37a0c9c1438,75dde6c1-d059-448f-b0f9-31150a6b128e,,,0.0,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",None,,1,0,0,,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/mfoster.501,https://github.com/mfoster,2025-10-25T04:47:46
d431bcc4-f334-4144-9623-e9eec7dd6eb1,e73f317a-6ced-4d1d-b005-927b1431ef3e,86a97b20-1daf-4903-a961-7a60f1fba0ff,Data Analyst,0.5,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",None,Hackathon Winner,1,1,1,,Private,Email,America/Los_Angeles,https://portfolio.example.com/bbowman.502,https://github.com/bbowman,2025-10-25T04:47:46
e9510f58-6fdb-427c-8a64-e5914aa3f6c4,ec261f42-d251-49a7-9eca-5ae174a40309,f3072ac0-cb0f-4299-8d3e-527cd316d6d9,Associate Consultant,0.7,Early,"ETL, Databases, Cloud","Communication, Teamwork",None,Volunteer Lead,1,1,1,2024-06-12,Public,Phone,America/Los_Angeles,https://portfolio.example.com/ztapia.503,https://github.com/ztapia,2025-10-25T04:47:46
c505d5d8-aad3-4d72-8233-ce6f8a1ec938,b8d4aa44-c103-42e8-97ab-4d521c4d84bd,0d71de28-8818-42c1-9536-612b6c029104,Business Analyst,0.4,Early,"ETL, Databases, Cloud","AWS, Azure, GCP",AWS CCP,Published Paper,1,0,1,,Public,LinkedIn,America/Chicago,https://portfolio.example.com/bmoore.504,https://github.com/bmoore,2025-10-25T04:47:46
90dd816a-f1f6-4702-9c61-7a29c272ff06,e6fb4cb6-954b-41bf-a8e3-d3fb60f7b49e,e6887833-6c5a-489e-ae62-393f7d46a1f2,Security Analyst,0.2,Early,"Git, CI/CD, Microservices","SIEM, SOC",PMP,Published Paper,0,1,1,,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/devans.505,https://github.com/devans,2025-10-25T04:47:46
18e446f3-31f1-43d0-ac39-5ebaccd194da,a2abdeb4-cc8f-4026-8960-a16852bef4b9,89d529f1-4f47-4064-8bf8-f51917364d96,Data Analyst,0.3,Early,"Network Sec, Splunk, IAM","ML, DL, MLOps",PMP,,0,1,0,,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/rbates.506,https://github.com/rbates,2025-10-25T04:47:46
1e68fbe8-3c3b-4432-8391-884585131616,d59dad48-d05c-46d1-b8d3-5ef1eb7a5ae2,479a5ce6-4f6d-4837-be02-80ec600d7d75,Security Analyst,0.2,Early,"Network Sec, Splunk, IAM","ML, DL, MLOps",Security+,Hackathon Winner,1,1,1,,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/kheath.507,https://github.com/kheath,2025-10-25T04:47:46
5a086243-6354-4698-89d1-da63d3042fcb,b9c4b433-f47a-421d-acc8-41330ddd60c2,69d8919a-180e-49ea-9d46-55fd5cb91baa,QA Engineer,0.1,Early,"Java, Algorithms, DS","AWS, Azure, GCP",Azure Fundamentals,,0,1,1,2025-06-30,SLU-only,Phone,America/Chicago,https://portfolio.example.com/jneal.508,https://github.com/jneal,2025-10-25T04:47:46
499cc8f4-00f3-4619-a1dd-1f446b8c6782,080a3efc-04a0-4e08-b344-66d015855d4b,,,0.0,Early,"Python, SQL, Statistics","AWS, Azure, GCP",None,Hackathon Winner,0,0,1,,SLU-only,Email,America/New_York,https://portfolio.example.com/jbailey.509,https://github.com/jbailey,2025-10-25T04:47:46
4df9d045-c8bf-4f6d-b03b-b9d155342f3a,8ca5db7d-340d-42d6-9f18-12a3fe3a0231,de9fd3cc-c628-4065-8e0e-171c10c308d1,Software Engineer,0.1,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",None,Hackathon Winner,1,1,1,,SLU-only,Email,America/New_York,https://portfolio.example.com/bguzman.510,https://github.com/bguzman,2025-10-25T04:47:46
57f38e22-a6b7-4f45-b32a-bc7df81dcff8,579f1edc-4ad1-431c-a67f-41c3920fc0e9,329d3f9a-a37c-4f97-bf6f-54bd95286993,Software Engineer,0.9,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",Security+,Volunteer Lead,0,0,1,,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/lcastro.511,https://github.com/lcastro,2025-10-25T04:47:46
1ca45526-1abc-471c-8ae9-ff5602bffd15,53d0a292-9fc4-490f-9d61-9b3ffbc1633b,9798a505-557b-45a6-b870-da76cc0b82be,Software Engineer,0.2,Early,"Network Sec, Splunk, IAM","SIEM, SOC",None,,1,0,1,2024-07-11,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/dcoffey.512,https://github.com/dcoffey,2025-10-25T04:47:46
8adc6471-63c2-44ef-90b9-0b17b9ce25f0,b050c9af-a08a-4d65-997a-ef7d0aa7a675,296406ce-edb2-438c-84fa-69ae49284947,QA Engineer,0.7,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",None,Published Paper,1,0,1,,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/cjohnson.513,https://github.com/cjohnson,2025-10-25T04:47:46
d585fc76-324f-4016-8e12-90a366e5abd4,56d63950-aa89-44e4-b55f-9fa4f6b4cbe8,,,0.0,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Security+,Published Paper,0,1,1,,Public,LinkedIn,America/New_York,https://portfolio.example.com/lmartinez.514,https://github.com/lmartinez,2025-10-25T04:47:46
843c7eb9-f5f9-438d-8f8c-cdf028569a43,e1a769fd-9716-43dc-a6c3-9bd5d862086c,,,0.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",AWS CCP,Published Paper,0,1,1,2025-02-28,Private,LinkedIn,America/New_York,https://portfolio.example.com/cbrewer.515,https://github.com/cbrewer,2025-10-25T04:47:46
9234cbfb-0d63-42b5-8730-0ae7588402bc,8754b955-70d3-410e-9162-6e8ef50f47ec,3274a5a6-ebb2-4f09-a506-663104aed519,Software Engineer,1.0,Early,"ETL, Databases, Cloud","SIEM, SOC",PMP,Published Paper,0,1,1,2024-09-25,Private,Phone,America/New_York,https://portfolio.example.com/bmeyer.516,https://github.com/bmeyer,2025-10-25T04:47:46
eed89c3f-4f5a-4c0d-b916-37ba9c96f158,c8949239-9081-453e-b7ce-ee445851aa43,f18a9a54-b5e1-4af1-8a25-7579a311c24a,Security Analyst,0.5,Early,"Power BI, Excel, Storytelling","Communication, Teamwork",None,Hackathon Winner,0,1,1,,Private,Phone,America/Los_Angeles,https://portfolio.example.com/bmcdaniel.517,https://github.com/bmcdaniel,2025-10-25T04:47:46
8ea1181a-b545-4e6d-874e-6ab2b82fdbaf,bf6ba685-e421-4733-a0db-5f552b27f967,,,0.0,Early,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",None,Dean's List,0,0,0,2024-09-09,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/kgonzalez.518,https://github.com/kgonzalez,2025-10-25T04:47:46
6f971c5d-ee6f-4535-83ec-428b8fe08dba,55b28606-6922-4707-901f-fbb17c2b361c,,,0.0,Early,"Network Sec, Splunk, IAM","AWS, Azure, GCP",Azure Fundamentals,Volunteer Lead,0,0,0,,Public,Phone,America/Chicago,https://portfolio.example.com/cjones.519,https://github.com/cjones,2025-10-25T04:47:46
fd29385d-3da5-49a1-bb7e-90ccb1463879,8b08e6d7-2c6f-4d21-9a2f-dc202d64aafc,082714eb-516e-4f3a-96a0-bf9df123d809,Software Engineer,0.7,Early,"Python, SQL, Statistics","ML, DL, MLOps",PMP,Hackathon Winner,0,1,1,,Public,Email,America/New_York,https://portfolio.example.com/shiggins.520,https://github.com/shiggins,2025-10-25T04:47:46
0d03f443-2cae-4fa9-a70a-d28dddc07e31,27a094f1-3bf5-49f5-b9f1-eedb3e588fb4,,,0.0,Early,"Power BI, Excel, Storytelling","AWS, Azure, GCP",None,Hackathon Winner,0,1,1,,Public,Phone,America/Los_Angeles,https://portfolio.example.com/swoodard.521,https://github.com/swoodard,2025-10-25T04:47:46
8ac92ad9-c5d0-403a-ac55-057fed08c713,71d13bda-fecc-4408-84e7-11e1c13415bd,fcb20b16-5908-4aa3-b88c-badfd9062bc5,Business Analyst,0.4,Early,"Network Sec, Splunk, IAM","Spark, Hadoop, PySpark",None,Hackathon Winner,0,1,1,,Public,LinkedIn,America/New_York,https://portfolio.example.com/avilla.522,https://github.com/avilla,2025-10-25T04:47:46
19254973-b67a-432e-bfb4-80aca24ae267,1009ba4a-7e80-49ac-9f78-1b0027d94cd8,,,0.0,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",PMP,Volunteer Lead,1,0,1,2025-04-30,Public,Email,America/Chicago,https://portfolio.example.com/sobrien.523,https://github.com/sobrien,2025-10-25T04:47:46
a3b121fe-bbb4-4e52-8b80-8b10ec705f1b,82c46320-6ab9-41e8-8540-be3dcc43f0da,,,0.0,Early,"Network Sec, Splunk, IAM","DAX, Modeling, Dashboards",Security+,Published Paper,1,0,0,2025-10-15,Private,Email,America/Los_Angeles,https://portfolio.example.com/epatel.524,https://github.com/epatel,2025-10-25T04:47:46
e8b48dae-e18f-4652-908c-4d1745fcc0a9,bc327881-21ef-4070-841d-f2f5a149add2,948b7b41-ec8a-4da1-b5b8-30e94182b4eb,Security Analyst,0.5,Early,"ETL, Databases, Cloud","SIEM, SOC",PMP,Published Paper,0,0,0,,Private,Phone,America/Chicago,https://portfolio.example.com/jowens.525,https://github.com/jowens,2025-10-25T04:47:46
b973f14d-0257-4e87-92cb-201760e1642a,1bb34aa0-779c-4055-a9f3-84c97af729fd,,,0.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",PMP,Volunteer Lead,1,0,1,,Private,LinkedIn,America/New_York,https://portfolio.example.com/bmyers.526,https://github.com/bmyers,2025-10-25T04:47:46
161b452e-0c39-4ec6-8a11-6443c4258b4e,71228aeb-99e1-49dd-b7a1-a47ae226dc8c,,,0.0,Early,"Java, Algorithms, DS","ML, DL, MLOps",Azure Fundamentals,Hackathon Winner,0,1,0,2024-07-07,Private,Email,America/New_York,https://portfolio.example.com/jcordova.527,https://github.com/jcordova,2025-10-25T04:47:46
5dad6207-35f4-40b2-b98b-45e7af31d10f,e043c748-714a-4e6c-9762-816afecb26d0,f0a87652-2e3e-4268-9c89-8560f69834e5,Security Analyst,0.1,Early,"Power BI, Excel, Storytelling","AWS, Azure, GCP",PMP,Dean's List,1,0,0,2025-09-28,SLU-only,Phone,America/Chicago,https://portfolio.example.com/erussell.528,https://github.com/erussell,2025-10-25T04:47:46
8afa88ce-5df6-43b4-8315-eb3a1f9bc83f,eed03745-f35e-4ce4-84a4-c2b04672b9e2,,,0.0,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",None,Hackathon Winner,1,0,1,2024-06-24,Public,LinkedIn,America/Chicago,https://portfolio.example.com/twoods.529,https://github.com/twoods,2025-10-25T04:47:46
817e91d3-4304-4271-9b85-c4270eb65294,eadbfae1-0b01-42a6-b220-22d58d74147e,70e80898-ffeb-4840-b3c3-b66c86bbc4e1,Data Analyst,0.2,Early,"Java, Algorithms, DS","AWS, Azure, GCP",Azure Fundamentals,Hackathon Winner,0,1,0,2025-04-20,Public,Email,America/New_York,https://portfolio.example.com/arodriguez.530,https://github.com/arodriguez,2025-10-25T04:47:46
8d8f4315-b672-486b-ad99-be5a45e261ff,ff947eb7-289e-469c-9fbf-dd14e1a2471c,b738328b-7ec0-4933-a767-f7acc8cb2145,Business Analyst,0.6,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",Azure Fundamentals,,1,1,0,,SLU-only,Email,America/Chicago,https://portfolio.example.com/shubbard.531,https://github.com/shubbard,2025-10-25T04:47:46
4187bbd1-fa63-444d-87ea-862ba03d1309,661b85f0-e94e-4bc9-b060-60e4e5ea5dda,ae9dca21-b02c-4e3e-827f-1e178fc099d0,Security Analyst,0.1,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",None,Hackathon Winner,0,0,1,,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/kortiz.532,https://github.com/kortiz,2025-10-25T04:47:46
ce38f50d-26c8-4643-a516-8d233b38b9fe,1a0ffe60-89d1-473e-a787-4624d949d789,b6534e45-209f-4455-a349-146c6bb30841,Security Analyst,0.8,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",AWS CCP,,1,0,0,,Private,LinkedIn,America/New_York,https://portfolio.example.com/rmiddleton.533,https://github.com/rmiddleton,2025-10-25T04:47:46
3dabeb22-af4c-4f2a-ac21-07b2f9d0f968,4fd9d89e-dfba-4bf0-8c80-76e57766ea5b,d359a704-d97a-4347-b549-b616cd24e539,Software Engineer,0.1,Early,"Java, Algorithms, DS","ML, DL, MLOps",None,Published Paper,1,1,1,,Public,Email,America/Chicago,https://portfolio.example.com/talvarez.534,https://github.com/talvarez,2025-10-25T04:47:46
bbb701c2-8060-4ee4-bc3a-6c4f4579d2d6,43f9a575-2d61-4375-b6c8-e4fe497ffc57,19bd3a0d-3d9c-49fc-9295-35724281707d,Business Analyst,0.7,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",Security+,Published Paper,1,0,0,2025-06-05,SLU-only,Email,America/Chicago,https://portfolio.example.com/dhoward.535,https://github.com/dhoward,2025-10-25T04:47:46
5864c84d-c882-4360-abbc-3fbaa56846dd,961ff9d6-48a0-4e72-be21-d5b7535badf1,,,0.0,Early,"Network Sec, Splunk, IAM","AWS, Azure, GCP",Security+,Dean's List,1,0,0,,Public,Email,America/Chicago,https://portfolio.example.com/kgreen.536,https://github.com/kgreen,2025-10-25T04:47:46
040576cb-c2fa-45ed-8cfb-2b22b843074f,4bec8195-ddd1-428b-9165-0719879bcaf0,,,0.0,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",Azure Fundamentals,Published Paper,0,1,0,,Public,LinkedIn,America/Chicago,https://portfolio.example.com/jlynn.537,https://github.com/jlynn,2025-10-25T04:47:46
4758872f-989d-44d6-86b9-fb6755d812e7,6b33af5a-34ee-4ba0-b54e-a654eb891ed8,455eb755-21c4-4c52-96d1-a22c075b7d3a,Software Engineer,0.9,Early,"Python, SQL, Statistics","ML, DL, MLOps",None,Dean's List,0,0,1,2025-09-22,Public,Email,America/Los_Angeles,https://portfolio.example.com/ddaniels.538,https://github.com/ddaniels,2025-10-25T04:47:46
58c705b9-555c-4624-b73e-b362b83f7524,d11f5d37-fd59-47a3-a54a-8b355bb5b9a1,4fd5a93b-3487-4cd6-8b68-d167b1664b4b,Data Analyst,0.5,Early,"ETL, Databases, Cloud","ML, DL, MLOps",PMP,Volunteer Lead,1,0,0,,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/jfoster.539,https://github.com/jfoster,2025-10-25T04:47:46
14864c38-29e7-47a3-93dd-1daf568d10c0,1662d24e-02a1-4cb3-a75b-44c7c4526643,,,0.0,Early,"Power BI, Excel, Storytelling","Communication, Teamwork",PMP,Dean's List,0,1,0,2025-06-10,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/jhenry.540,https://github.com/jhenry,2025-10-25T04:47:46
1f7c5ad8-0f2d-4f1a-9ffd-23f1fb74b8f9,24189a80-1335-447a-8470-728546913daa,403fdaa5-9274-4804-9525-903ee35f51d4,Data Analyst,0.0,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Dean's List,0,0,0,,SLU-only,Email,America/Chicago,https://portfolio.example.com/derickson.541,https://github.com/derickson,2025-10-25T04:47:46
802d9e42-5405-48c9-a59e-f75bf6fa1cc0,89637102-8437-4fed-8ebe-7bb550a41227,,,0.0,Early,"Java, Algorithms, DS","Communication, Teamwork",AWS CCP,Volunteer Lead,0,0,0,,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/ecabrera.542,https://github.com/ecabrera,2025-10-25T04:47:46
2b6fea69-7a53-4456-a543-4cb88b5276a0,c636fc83-e334-4954-932f-95a8cd0c42c9,,,0.0,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",AWS CCP,Hackathon Winner,1,0,0,2024-11-07,Public,LinkedIn,America/Chicago,https://portfolio.example.com/mhanna.543,https://github.com/mhanna,2025-10-25T04:47:46
2cc3f0d4-c4b2-44e4-8cbf-1fb5caaf2588,ec8e15d2-9dc3-4317-b921-3e551abd054b,,,0.0,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",None,Published Paper,0,0,0,2025-02-14,Public,Phone,America/Chicago,https://portfolio.example.com/mmitchell.544,https://github.com/mmitchell,2025-10-25T04:47:46
467db0ef-4009-4111-9473-b77a119b3958,48c38d22-e13e-473b-bc25-d9885951eff9,,,0.0,Early,"Python, SQL, Statistics","AWS, Azure, GCP",Security+,Volunteer Lead,0,1,1,,Private,LinkedIn,America/Chicago,https://portfolio.example.com/bpeterson.545,https://github.com/bpeterson,2025-10-25T04:47:46
e6c4dc7c-9bcd-4abc-94c6-31f5d562619b,845bcc76-d7ff-4d79-bc48-9110bcb95b16,04c0b184-b701-4d32-8c2c-6728ad612ad3,Software Engineer,0.7,Early,"Network Sec, Splunk, IAM","SIEM, SOC",PMP,,1,1,0,,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/cgonzalez.546,https://github.com/cgonzalez,2025-10-25T04:47:46
