event_id,event_name,event_type,event_theme,event_description,start_datetime,end_datetime,timezone,delivery_mode,location_venue,location_city,location_state,location_country,organizer_unit,organizer_contact_email,capacity,rsvp_required,registrations_count,attendees_count,feedback_score_avg
8041799f-5cc5-4689-94c6-d8d8d0f01223,Webinar 0456 • AI & Data Analytics Careers,Webinar,AI & Data Analytics Careers,Join us for webinar on ai & data analytics careers.,2026-04-10 18:00:00,2026-04-10 22:00:00,America/New_York,Virtual,Global Webinar Room,Online,,USA,School of Science & Engineering,sse-events@slu.edu,518,1,431,405,4.78
85804999-71d1-4107-97ef-5d5c3fc3bfce,Workshop 0457 • Cloud & DevOps Pathways,Workshop,Cloud & DevOps Pathways,Join us for workshop on cloud & devops pathways.,2025-09-25 14:00:00,2025-09-25 17:00:00,America/Los_Angeles,Virtual,Global Webinar Room,Online,,USA,Data Science Institute,dsi@slu.edu,131,1,105,105,4.99
306efd79-4f18-40eb-807f-ce89ddbd5633,Meetup 0458 • Cybersecurity Trends 2025,Meetup,Cybersecurity Trends 2025,Join us for meetup on cybersecurity trends 2025.,2026-03-17 18:00:00,2026-03-17 22:00:00,America/Chicago,Hybrid,Busch Student Center,St. Louis,MO,USA,Alumni Office,alumni@slu.edu,193,1,193,193,4.68
275b4a8d-3676-42eb-a129-084805b721e7,Guest Lecture 0459 • Product & Project Management,Guest Lecture,Product & Project Management,Join us for guest lecture on product & project management.,2026-01-30 10:00:00,2026-01-30 13:00:00,America/New_York,In-person,Tech Innovation Lab,Austin,TX,USA,Data Science Institute,dsi@slu.edu,221,1,221,194,3.78
6db2dc5b-816a-474c-849c-03ca2438c6f4,Career Fair 0460 • Consulting Case Prep,Career Fair,Consulting Case Prep,Join us for career fair on consulting case prep.,2025-12-11 18:00:00,2025-12-11 21:00:00,America/Chicago,Hybrid,Data Science Hub,Seattle,WA,USA,Alumni Office,alumni@slu.edu,1083,1,153,153,4.74
1ca65807-5a86-4463-a6d4-9dd7ffd43d12,Webinar 0461 • Resume & Interview Mastery,Webinar,Resume & Interview Mastery,Join us for webinar on resume & interview mastery.,2025-06-26 14:00:00,2025-06-26 15:00:00,America/Los_Angeles,In-person,Career Services Hall,Chicago,IL,USA,Cybersecurity Center,cybercenter@slu.edu,550,1,550,463,4.72
61ef07e4-8c6f-44bb-a5fd-4993d79d778f,Workshop 0462 • Networking Night,Workshop,Networking Night,Join us for workshop on networking night.,2025-10-22 10:00:00,2025-10-22 14:00:00,America/New_York,Hybrid,Alumni Center,Boston,MA,USA,Career Services,careerservices@slu.edu,56,1,56,56,4.54
45a66673-06ed-4731-997e-bdd646eb557d,Meetup 0463 • Employer Spotlight,Meetup,Employer Spotlight,Join us for meetup on employer spotlight.,2026-04-08 10:00:00,2026-04-08 11:00:00,America/New_York,In-person,Virtual Stage,Online,,USA,School of Science & Engineering,sse-events@slu.edu,83,1,83,83,4.47
60ec0062-29c9-45c5-beb9-b4a2cbf4a686,Guest Lecture 0464 • AI & Data Analytics Careers,Guest Lecture,AI & Data Analytics Careers,Join us for guest lecture on ai & data analytics careers.,2025-06-04 18:00:00,2025-06-04 21:00:00,America/New_York,Virtual,Tech Innovation Lab,Austin,TX,USA,Alumni Office,alumni@slu.edu,82,1,82,82,3.61
c016077a-6f00-46c2-84c4-64462fd04367,Career Fair 0465 • Cloud & DevOps Pathways,Career Fair,Cloud & DevOps Pathways,Join us for career fair on cloud & devops pathways.,2026-02-07 14:00:00,2026-02-07 15:00:00,America/New_York,Hybrid,Data Science Hub,Seattle,WA,USA,Chaifetz School of Business,chaifetz-events@slu.edu,1035,1,647,277,4.31
11030484-c2ef-445f-9af9-67da068607e5,Webinar 0466 • Cybersecurity Trends 2025,Webinar,Cybersecurity Trends 2025,Join us for webinar on cybersecurity trends 2025.,2025-06-15 10:00:00,2025-06-15 12:00:00,America/Los_Angeles,Hybrid,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,335,1,335,313,3.73
e0f4fb17-18e8-40b8-bf5c-45ffc3b26147,Workshop 0467 • Product & Project Management,Workshop,Product & Project Management,Join us for workshop on product & project management.,2025-09-17 10:00:00,2025-09-17 14:00:00,America/New_York,Hybrid,Tech Innovation Lab,Austin,TX,USA,Alumni Office,alumni@slu.edu,49,1,49,49,4.82
f6ed1777-6e2a-4a9b-b76d-c6e04ac7ee93,Meetup 0468 • Consulting Case Prep,Meetup,Consulting Case Prep,Join us for meetup on consulting case prep.,2025-08-13 18:00:00,2025-08-13 22:00:00,America/New_York,Virtual,Busch Student Center,St. Louis,MO,USA,Alumni Office,alumni@slu.edu,150,1,150,150,3.64
b8f763f5-4a43-46f2-b245-363ea421cb6a,Guest Lecture 0469 • Resume & Interview Mastery,Guest Lecture,Resume & Interview Mastery,Join us for guest lecture on resume & interview mastery.,2025-10-13 14:00:00,2025-10-13 16:00:00,America/Chicago,Hybrid,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,221,1,221,221,4.65
1751688e-8411-452c-80f6-5fea056c82c0,Career Fair 0470 • Networking Night,Career Fair,Networking Night,Join us for career fair on networking night.,2026-04-05 18:00:00,2026-04-05 21:00:00,America/New_York,Virtual,Busch Student Center,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,568,0,568,204,3.7
1304ce18-7fb7-4013-b3c2-1754f06def07,Webinar 0471 • Employer Spotlight,Webinar,Employer Spotlight,Join us for webinar on employer spotlight.,2025-12-09 14:00:00,2025-12-09 16:00:00,America/Los_Angeles,Hybrid,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,448,1,448,274,4.04
34c31d51-eade-4c8e-90ab-25b87c8eb6c1,Workshop 0472 • AI & Data Analytics Careers,Workshop,AI & Data Analytics Careers,Join us for workshop on ai & data analytics careers.,2026-04-02 18:00:00,2026-04-02 19:00:00,America/Los_Angeles,Hybrid,Virtual Stage,Online,,USA,School of Science & Engineering,sse-events@slu.edu,52,1,52,52,4.9
2618f822-ab77-47c9-ab43-4138ceef314c,Meetup 0473 • Cloud & DevOps Pathways,Meetup,Cloud & DevOps Pathways,Join us for meetup on cloud & devops pathways.,2025-07-22 14:00:00,2025-07-22 18:00:00,America/New_York,Hybrid,Global Webinar Room,Online,,USA,Alumni Office,alumni@slu.edu,114,1,114,114,4.8
e9616b17-f3ec-4e64-9e45-089eb4b51a4d,Guest Lecture 0474 • Cybersecurity Trends 2025,Guest Lecture,Cybersecurity Trends 2025,Join us for guest lecture on cybersecurity trends 2025.,2025-10-24 10:00:00,2025-10-24 11:00:00,America/Chicago,Virtual,Global Webinar Room,Online,,USA,Chaifetz School of Business,chaifetz-events@slu.edu,117,1,117,117,
b0ac7e61-78f5-46d4-b870-29e4b22a9188,Career Fair 0475 • Product & Project Management,Career Fair,Product & Project Management,Join us for career fair on product & project management.,2025-08-12 18:00:00,2025-08-12 22:00:00,America/Los_Angeles,Hybrid,Tech Innovation Lab,Austin,TX,USA,Alumni Office,alumni@slu.edu,1135,1,505,355,4.79
4d530ab9-22ce-40d6-83cd-d866007547cf,Webinar 0476 • Consulting Case Prep,Webinar,Consulting Case Prep,Join us for webinar on consulting case prep.,2025-08-07 18:00:00,2025-08-07 19:00:00,America/Chicago,In-person,Virtual Stage,Online,,USA,Chaifetz School of Business,chaifetz-events@slu.edu,274,1,274,250,3.63
49b0e2a6-4ebc-4de9-b964-731259b96d99,Workshop 0477 • Resume & Interview Mastery,Workshop,Resume & Interview Mastery,Join us for workshop on resume & interview mastery.,2026-01-02 18:00:00,2026-01-02 21:00:00,America/Chicago,In-person,Chaifetz Arena,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,67,1,67,67,
bfd97326-17ec-4ee8-b2f1-2f855af96223,Meetup 0478 • Networking Night,Meetup,Networking Night,Join us for meetup on networking night.,2025-08-01 10:00:00,2025-08-01 11:00:00,America/Los_Angeles,Hybrid,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,136,1,136,136,4.87
431042e7-4d95-410c-a49f-a4bef933a2fc,Guest Lecture 0479 • Employer Spotlight,Guest Lecture,Employer Spotlight,Join us for guest lecture on employer spotlight.,2025-05-23 14:00:00,2025-05-23 15:00:00,America/Chicago,Hybrid,Alumni Center,Boston,MA,USA,Data Science Institute,dsi@slu.edu,107,1,107,107,4.39
1a122bab-d8f9-4b58-91eb-ada04373bb54,Career Fair 0480 • AI & Data Analytics Careers,Career Fair,AI & Data Analytics Careers,Join us for career fair on ai & data analytics careers.,2026-03-16 10:00:00,2026-03-16 13:00:00,America/Los_Angeles,In-person,Chaifetz Arena,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,937,0,556,277,4.74
065e00bd-e8ff-42ba-95f2-7557d5dca222,Webinar 0481 • Cloud & DevOps Pathways,Webinar,Cloud & DevOps Pathways,Join us for webinar on cloud & devops pathways.,2025-11-29 14:00:00,2025-11-29 18:00:00,America/Los_Angeles,In-person,Alumni Center,Boston,MA,USA,Chaifetz School of Business,chaifetz-events@slu.edu,237,1,218,126,4.09
67555229-71a7-4899-b6d3-9367f7a7f585,Workshop 0482 • Cybersecurity Trends 2025,Workshop,Cybersecurity Trends 2025,Join us for workshop on cybersecurity trends 2025.,2025-08-26 14:00:00,2025-08-26 18:00:00,America/Chicago,Hybrid,Career Services Hall,Chicago,IL,USA,Alumni Office,alumni@slu.edu,120,1,120,120,4.94
d8a8cf5d-8c45-4802-a12b-f265517c5969,Meetup 0483 • Product & Project Management,Meetup,Product & Project Management,Join us for meetup on product & project management.,2025-10-21 10:00:00,2025-10-21 12:00:00,America/New_York,Virtual,Tech Innovation Lab,Austin,TX,USA,School of Science & Engineering,sse-events@slu.edu,179,0,179,179,
c1b04217-537c-46d8-8b7b-be8c7077765e,Guest Lecture 0484 • Consulting Case Prep,Guest Lecture,Consulting Case Prep,Join us for guest lecture on consulting case prep.,2025-05-07 14:00:00,2025-05-07 18:00:00,America/Chicago,In-person,Tech Innovation Lab,Austin,TX,USA,Alumni Office,alumni@slu.edu,104,1,104,104,4.85
a523a27d-8e8d-4193-858a-1dabb1deaf6a,Career Fair 0485 • Resume & Interview Mastery,Career Fair,Resume & Interview Mastery,Join us for career fair on resume & interview mastery.,2025-06-07 14:00:00,2025-06-07 15:00:00,America/Chicago,In-person,Busch Student Center,St. Louis,MO,USA,Alumni Office,alumni@slu.edu,852,1,199,199,4.21
73559885-9be7-4a32-a9ee-5c43a76ec360,Webinar 0486 • Networking Night,Webinar,Networking Night,Join us for webinar on networking night.,2025-07-30 18:00:00,2025-07-30 22:00:00,America/Chicago,In-person,Tech Innovation Lab,Austin,TX,USA,Data Science Institute,dsi@slu.edu,241,1,241,241,4.09
5304b968-d826-4957-b861-618fcee5d812,Workshop 0487 • Employer Spotlight,Workshop,Employer Spotlight,Join us for workshop on employer spotlight.,2025-09-09 18:00:00,2025-09-09 19:00:00,America/Chicago,Virtual,Data Science Hub,Seattle,WA,USA,Career Services,careerservices@slu.edu,115,1,115,115,4.63
e791551d-5fb8-42b6-8e3e-e33193dabb22,Meetup 0488 • AI & Data Analytics Careers,Meetup,AI & Data Analytics Careers,Join us for meetup on ai & data analytics careers.,2025-05-30 10:00:00,2025-05-30 12:00:00,America/Chicago,Hybrid,Data Science Hub,Seattle,WA,USA,School of Science & Engineering,sse-events@slu.edu,104,1,104,104,4.47
4d921210-1ae6-4342-8fb2-3a20b0db678f,Guest Lecture 0489 • Cloud & DevOps Pathways,Guest Lecture,Cloud & DevOps Pathways,Join us for guest lecture on cloud & devops pathways.,2025-06-20 18:00:00,2025-06-20 22:00:00,America/Los_Angeles,Hybrid,Data Science Hub,Seattle,WA,USA,Career Services,careerservices@slu.edu,96,1,96,96,4.18
2f1211f6-389f-4552-9362-eb5001181fb8,Career Fair 0490 • Cybersecurity Trends 2025,Career Fair,Cybersecurity Trends 2025,Join us for career fair on cybersecurity trends 2025.,2025-08-30 18:00:00,2025-08-30 20:00:00,America/New_York,Virtual,Global Webinar Room,Online,,USA,Cybersecurity Center,cybercenter@slu.edu,696,1,281,281,3.86
60de7225-50b6-48fe-a20e-8cb33846669f,Webinar 0491 • Product & Project Management,Webinar,Product & Project Management,Join us for webinar on product & project management.,2025-10-25 10:00:00,2025-10-25 14:00:00,America/Los_Angeles,Virtual,Chaifetz Arena,St. Louis,MO,USA,Cybersecurity Center,cybercenter@slu.edu,229,1,165,165,4.23
2a28c069-d479-4ae7-a3e7-2c1b98c14ad5,Workshop 0492 • Consulting Case Prep,Workshop,Consulting Case Prep,Join us for workshop on consulting case prep.,2025-10-31 18:00:00,2025-10-31 20:00:00,America/Los_Angeles,Hybrid,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,34,1,34,34,4.73
4dc1bd25-c9c4-4da9-9030-dd5106e59de3,Meetup 0493 • Resume & Interview Mastery,Meetup,Resume & Interview Mastery,Join us for meetup on resume & interview mastery.,2025-06-24 10:00:00,2025-06-24 11:00:00,America/New_York,Hybrid,Alumni Center,Boston,MA,USA,Chaifetz School of Business,chaifetz-events@slu.edu,138,1,138,138,3.55
ed68f9d9-0f33-44fc-a173-021d024e7817,Guest Lecture 0494 • Networking Night,Guest Lecture,Networking Night,Join us for guest lecture on networking night.,2025-05-17 18:00:00,2025-05-17 21:00:00,America/Chicago,In-person,Busch Student Center,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,126,1,126,126,4.02
639a38c4-e41f-4aa3-88aa-61d4ea12bc84,Career Fair 0495 • Employer Spotlight,Career Fair,Employer Spotlight,Join us for career fair on employer spotlight.,2025-12-08 18:00:00,2025-12-08 20:00:00,America/Los_Angeles,Hybrid,Chaifetz Arena,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,510,1,407,398,3.77
32532ad5-c705-46c7-8774-fe109ff4f9b6,Webinar 0496 • AI & Data Analytics Careers,Webinar,AI & Data Analytics Careers,Join us for webinar on ai & data analytics careers.,2026-01-10 14:00:00,2026-01-10 16:00:00,America/Chicago,Virtual,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,339,1,205,116,4.92
53e4d5c0-843a-4a9c-928b-a1c39af3c191,Workshop 0497 • Cloud & DevOps Pathways,Workshop,Cloud & DevOps Pathways,Join us for workshop on cloud & devops pathways.,2026-04-20 18:00:00,2026-04-20 19:00:00,America/New_York,Hybrid,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,53,1,53,53,4.38
e99de6f2-a906-400f-a835-cf2e051545a9,Meetup 0498 • Cybersecurity Trends 2025,Meetup,Cybersecurity Trends 2025,Join us for meetup on cybersecurity trends 2025.,2025-08-08 18:00:00,2025-08-08 22:00:00,America/Los_Angeles,In-person,Alumni Center,Boston,MA,USA,Chaifetz School of Business,chaifetz-events@slu.edu,57,0,57,57,3.75
4d28235f-d4c2-40fb-b7ea-0392161fda67,Guest Lecture 0499 • Product & Project Management,Guest Lecture,Product & Project Management,Join us for guest lecture on product & project management.,2026-02-27 18:00:00,2026-02-27 20:00:00,America/Los_Angeles,Hybrid,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,80,1,80,80,
0343364e-7333-4097-9e87-ea681289969f,Career Fair 0500 • Consulting Case Prep,Career Fair,Consulting Case Prep,Join us for career fair on consulting case prep.,2026-01-21 18:00:00,2026-01-21 22:00:00,America/New_York,Hybrid,Alumni Center,Boston,MA,USA,Career Services,careerservices@slu.edu,1169,1,328,160,4.16
d53b939d-6266-4f16-90ca-7ba5541ec7f9,Webinar 0501 • Resume & Interview Mastery,Webinar,Resume & Interview Mastery,Join us for webinar on resume & interview mastery.,2026-02-08 14:00:00,2026-02-08 18:00:00,America/Los_Angeles,Virtual,Tech Innovation Lab,Austin,TX,USA,School of Science & Engineering,sse-events@slu.edu,290,1,290,290,4.39
5c2a5c09-7653-49db-a4d6-281e903f46c4,Workshop 0502 • Networking Night,Workshop,Networking Night,Join us for workshop on networking night.,2025-07-22 18:00:00,2025-07-22 20:00:00,America/Chicago,Hybrid,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,61,1,61,61,
faa2a806-4bf8-4c51-86f5-f845cf9e093c,Meetup 0503 • Employer Spotlight,Meetup,Employer Spotlight,Join us for meetup on employer spotlight.,2025-11-08 14:00:00,2025-11-08 16:00:00,America/Chicago,Hybrid,Alumni Center,Boston,MA,USA,Career Services,careerservices@slu.edu,137,1,137,137,4.16
5299b27e-9885-42a1-97e0-1ee0b0287517,Guest Lecture 0504 • AI & Data Analytics Careers,Guest Lecture,AI & Data Analytics Careers,Join us for guest lecture on ai & data analytics careers.,2026-01-02 10:00:00,2026-01-02 11:00:00,America/Los_Angeles,In-person,Tech Innovation Lab,Austin,TX,USA,Chaifetz School of Business,chaifetz-events@slu.edu,180,1,180,180,4.4
53aea5e2-89e6-4787-889f-decfb92c8492,Career Fair 0505 • Cloud & DevOps Pathways,Career Fair,Cloud & DevOps Pathways,Join us for career fair on cloud & devops pathways.,2025-06-16 10:00:00,2025-06-16 12:00:00,America/Los_Angeles,Virtual,Global Webinar Room,Online,,USA,Data Science Institute,dsi@slu.edu,888,0,686,200,4.26
815ff1b0-1988-4784-9d1f-1dabdf010042,Webinar 0506 • Cybersecurity Trends 2025,Webinar,Cybersecurity Trends 2025,Join us for webinar on cybersecurity trends 2025.,2025-05-12 18:00:00,2025-05-12 21:00:00,America/Los_Angeles,Hybrid,Data Science Hub,Seattle,WA,USA,Cybersecurity Center,cybercenter@slu.edu,560,1,162,162,4.47
bbbbb17b-d233-406a-8c80-5cddc7fa6a09,Workshop 0507 • Product & Project Management,Workshop,Product & Project Management,Join us for workshop on product & project management.,2025-06-10 18:00:00,2025-06-10 21:00:00,America/New_York,Virtual,Busch Student Center,St. Louis,MO,USA,Career Services,careerservices@slu.edu,144,1,144,144,3.88
10186101-a1b1-4103-926d-5fb31ffa0f6f,Meetup 0508 • Consulting Case Prep,Meetup,Consulting Case Prep,Join us for meetup on consulting case prep.,2025-06-28 18:00:00,2025-06-28 21:00:00,America/Chicago,In-person,Career Services Hall,Chicago,IL,USA,Cybersecurity Center,cybercenter@slu.edu,132,1,132,132,4.04
ceb8ab62-5ad2-43e9-a817-f4f6ee9bb045,Guest Lecture 0509 • Resume & Interview Mastery,Guest Lecture,Resume & Interview Mastery,Join us for guest lecture on resume & interview mastery.,2026-01-29 10:00:00,2026-01-29 11:00:00,America/New_York,In-person,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,230,1,230,200,3.86
f5ca845b-37ad-4a36-bda6-04c04823956b,Career Fair 0510 • Networking Night,Career Fair,Networking Night,Join us for career fair on networking night.,2025-09-21 14:00:00,2025-09-21 17:00:00,America/Chicago,Hybrid,Global Webinar Room,Online,,USA,Cybersecurity Center,cybercenter@slu.edu,1068,0,116,116,4.48
84cc73bc-8ec4-4c22-ad56-a5e77dfad4f7,Webinar 0511 • Employer Spotlight,Webinar,Employer Spotlight,Join us for webinar on employer spotlight.,2026-01-26 14:00:00,2026-01-26 15:00:00,America/Los_Angeles,In-person,Chaifetz Arena,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,267,1,267,267,3.75
7887d1b1-a63d-4257-847b-296637f2a81d,Workshop 0512 • AI & Data Analytics Careers,Workshop,AI & Data Analytics Careers,Join us for workshop on ai & data analytics careers.,2025-11-18 14:00:00,2025-11-18 17:00:00,America/Chicago,In-person,Alumni Center,Boston,MA,USA,Alumni Office,alumni@slu.edu,106,1,106,106,4.28
9c0b77b0-1c31-4117-b40d-20cdf23f05ce,Meetup 0513 • Cloud & DevOps Pathways,Meetup,Cloud & DevOps Pathways,Join us for meetup on cloud & devops pathways.,2026-04-18 14:00:00,2026-04-18 15:00:00,America/Chicago,In-person,Alumni Center,Boston,MA,USA,Chaifetz School of Business,chaifetz-events@slu.edu,120,1,120,107,3.92
42401d71-a406-43b4-9c10-fce7abf4b89a,Guest Lecture 0514 • Cybersecurity Trends 2025,Guest Lecture,Cybersecurity Trends 2025,Join us for guest lecture on cybersecurity trends 2025.,2025-06-12 18:00:00,2025-06-12 20:00:00,America/Los_Angeles,In-person,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,202,1,202,202,4.9
df53096f-18eb-40bc-911d-f3fad0519b69,Career Fair 0515 • Product & Project Management,Career Fair,Product & Project Management,Join us for career fair on product & project management.,2025-08-30 10:00:00,2025-08-30 11:00:00,America/New_York,Hybrid,Busch Student Center,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,839,1,698,406,4.62
5f7f21fa-e7a1-43bb-aede-eaade56f85c2,Webinar 0516 • Consulting Case Prep,Webinar,Consulting Case Prep,Join us for webinar on consulting case prep.,2025-04-29 18:00:00,2025-04-29 20:00:00,America/Chicago,Virtual,Career Services Hall,Chicago,IL,USA,Cybersecurity Center,cybercenter@slu.edu,518,1,355,94,4.36
bd0dc915-ae6b-4894-89d9-8b9fc2804bc7,Workshop 0517 • Resume & Interview Mastery,Workshop,Resume & Interview Mastery,Join us for workshop on resume & interview mastery.,2025-05-14 14:00:00,2025-05-14 15:00:00,America/Los_Angeles,In-person,Busch Student Center,St. Louis,MO,USA,Career Services,careerservices@slu.edu,150,1,150,150,4.17
af882f15-91bb-4bae-bfa4-eaa2ec3437cc,Meetup 0518 • Networking Night,Meetup,Networking Night,Join us for meetup on networking night.,2025-12-15 14:00:00,2025-12-15 15:00:00,America/Chicago,Hybrid,Data Science Hub,Seattle,WA,USA,Career Services,careerservices@slu.edu,61,0,61,61,3.67
6fcbbbd9-d167-49bd-9f73-af60ad9d21e0,Guest Lecture 0519 • Employer Spotlight,Guest Lecture,Employer Spotlight,Join us for guest lecture on employer spotlight.,2025-09-13 14:00:00,2025-09-13 15:00:00,America/New_York,Virtual,Career Services Hall,Chicago,IL,USA,Chaifetz School of Business,chaifetz-events@slu.edu,196,1,196,196,4.75
a837268d-a6df-4bd6-9639-d0b8adae205c,Career Fair 0520 • AI & Data Analytics Careers,Career Fair,AI & Data Analytics Careers,Join us for career fair on ai & data analytics careers.,2025-10-29 14:00:00,2025-10-29 18:00:00,America/Los_Angeles,Hybrid,Alumni Center,Boston,MA,USA,Cybersecurity Center,cybercenter@slu.edu,841,0,611,352,4.9
e1546a69-710c-42c5-b3c8-e9e2b8ebb8b0,Webinar 0521 • Cloud & DevOps Pathways,Webinar,Cloud & DevOps Pathways,Join us for webinar on cloud & devops pathways.,2026-01-28 14:00:00,2026-01-28 17:00:00,America/Los_Angeles,Virtual,Chaifetz Arena,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,209,1,209,132,
b96b2576-370a-49f2-a4aa-5edb18bf23d6,Workshop 0522 • Cybersecurity Trends 2025,Workshop,Cybersecurity Trends 2025,Join us for workshop on cybersecurity trends 2025.,2025-09-21 18:00:00,2025-09-21 20:00:00,America/Los_Angeles,Hybrid,Career Services Hall,Chicago,IL,USA,Data Science Institute,dsi@slu.edu,126,1,126,126,3.92
94ca26f7-f152-40f3-8d28-ee70e79d1603,Meetup 0523 • Product & Project Management,Meetup,Product & Project Management,Join us for meetup on product & project management.,2025-09-10 14:00:00,2025-09-10 15:00:00,America/New_York,In-person,Tech Innovation Lab,Austin,TX,USA,Data Science Institute,dsi@slu.edu,167,1,167,132,4.5
ef3d8dde-0a05-43b7-9cd8-196ea54843b4,Guest Lecture 0524 • Consulting Case Prep,Guest Lecture,Consulting Case Prep,Join us for guest lecture on consulting case prep.,2025-07-20 10:00:00,2025-07-20 13:00:00,America/Chicago,Virtual,Tech Innovation Lab,Austin,TX,USA,Chaifetz School of Business,chaifetz-events@slu.edu,128,1,128,128,4.09
e9aa81ff-3d27-4976-accd-0d92121fcb61,Career Fair 0525 • Resume & Interview Mastery,Career Fair,Resume & Interview Mastery,Join us for career fair on resume & interview mastery.,2025-05-14 10:00:00,2025-05-14 12:00:00,America/New_York,Virtual,Alumni Center,Boston,MA,USA,School of Science & Engineering,sse-events@slu.edu,880,0,634,407,4.3
f73c2a1e-c714-4d1b-bc42-436bf9a65934,Webinar 0526 • Networking Night,Webinar,Networking Night,Join us for webinar on networking night.,2025-12-07 10:00:00,2025-12-07 12:00:00,America/New_York,Hybrid,Chaifetz Arena,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,241,1,241,158,
2f34e0de-3ae8-43a1-9d51-37eb45d83fa2,Workshop 0527 • Employer Spotlight,Workshop,Employer Spotlight,Join us for workshop on employer spotlight.,2025-10-24 10:00:00,2025-10-24 14:00:00,America/New_York,In-person,Global Webinar Room,Online,,USA,Alumni Office,alumni@slu.edu,55,1,55,55,4.8
4c13f892-7291-4fdb-894b-5d512d12c276,Meetup 0528 • AI & Data Analytics Careers,Meetup,AI & Data Analytics Careers,Join us for meetup on ai & data analytics careers.,2026-01-04 14:00:00,2026-01-04 17:00:00,America/New_York,Virtual,Data Science Hub,Seattle,WA,USA,Cybersecurity Center,cybercenter@slu.edu,133,0,133,133,3.6
cc752746-0113-4d9b-ba28-ad9a11162c77,Guest Lecture 0529 • Cloud & DevOps Pathways,Guest Lecture,Cloud & DevOps Pathways,Join us for guest lecture on cloud & devops pathways.,2025-05-08 14:00:00,2025-05-08 17:00:00,America/Chicago,Hybrid,Busch Student Center,St. Louis,MO,USA,Alumni Office,alumni@slu.edu,89,1,89,89,4.19
d7555d01-ee0c-4f4e-bfbb-32b09865ba4e,Career Fair 0530 • Cybersecurity Trends 2025,Career Fair,Cybersecurity Trends 2025,Join us for career fair on cybersecurity trends 2025.,2025-11-30 18:00:00,2025-11-30 22:00:00,America/Los_Angeles,In-person,Chaifetz Arena,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,971,1,339,169,4.87
82ef3cb9-199e-4868-b75d-59633eb271fb,Webinar 0531 • Product & Project Management,Webinar,Product & Project Management,Join us for webinar on product & project management.,2025-11-27 10:00:00,2025-11-27 14:00:00,America/Chicago,Virtual,Chaifetz Arena,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,515,1,515,466,4.39
fe27f706-3d49-45df-ab25-bb106c8cef91,Workshop 0532 • Consulting Case Prep,Workshop,Consulting Case Prep,Join us for workshop on consulting case prep.,2026-04-20 18:00:00,2026-04-20 21:00:00,America/Los_Angeles,In-person,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,44,1,44,44,4.21
64d03c2a-3b2c-4a42-ae92-2da6c4646e06,Meetup 0533 • Resume & Interview Mastery,Meetup,Resume & Interview Mastery,Join us for meetup on resume & interview mastery.,2025-11-10 18:00:00,2025-11-10 20:00:00,America/Chicago,Virtual,Chaifetz Arena,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,115,1,115,115,4.57
ff799709-d402-4526-93f7-d29c7ae4dffa,Guest Lecture 0534 • Networking Night,Guest Lecture,Networking Night,Join us for guest lecture on networking night.,2025-12-04 14:00:00,2025-12-04 17:00:00,America/New_York,Virtual,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,80,1,80,80,3.78
ede863ec-977d-4c2f-9170-c19b47b5a0e9,Career Fair 0535 • Employer Spotlight,Career Fair,Employer Spotlight,Join us for career fair on employer spotlight.,2025-09-07 18:00:00,2025-09-07 19:00:00,America/New_York,Virtual,Career Services Hall,Chicago,IL,USA,Data Science Institute,dsi@slu.edu,1083,1,558,105,4.77
3bf63a75-a212-446e-9403-0db529da8cde,Webinar 0536 • AI & Data Analytics Careers,Webinar,AI & Data Analytics Careers,Join us for webinar on ai & data analytics careers.,2026-01-23 14:00:00,2026-01-23 17:00:00,America/New_York,Virtual,Data Science Hub,Seattle,WA,USA,Data Science Institute,dsi@slu.edu,464,1,235,233,4.28
